microsec deg hall1 hall2 accelX accelY
1532322340 0 649 569 -0.24 8.14
1532389940 0 649 569 -0.23 8.14
1532457540 0 649 569 -0.23 8.14
1532525140 0 649 569 -0.24 8.15
1532592744 0 649 569 -0.23 8.13
1532660344 0 649 569 -0.23 8.14
1532727940 0 649 569 -0.23 8.12
1532795540 0 649 569 -0.23 8.12
1532863144 0 649 569 -0.25 8.12
1532930740 0 649 569 -0.24 8.13
1532998340 0 649 569 -0.23 8.15
1533065940 0 649 569 -0.24 8.12
1533133544 0 649 569 -0.22 8.14
1533253028 4 649 568 -0.22 0.00
1533330500 7 18350 15729 0.00 0.00
1533409352 10 -31457 15729 0.00 0.00
1533490264 12 18350 26214 0.00 -0.23
1533571180 17 15729 648 0.00 8.12
1533648992 20 649 569 8.16 0.00
1533726476 23 569 0 8.13 0.00
1533803868 24 569 0 8.14 0.00
1533881280 26 569 0 8.16 0.00
1533958676 29 569 0 8.15 0.00
1534036100 33 569 0 8.14 0.00
1534113484 36 570 0 8.12 0.00
1534190872 36 569 0 8.14 0.00
1534216384 36 568 0 -0.23 8.14
1534279156 36 649 569 -0.23 8.14
1534347796 36 649 569 -0.23 8.14
1534416436 36 649 569 -0.22 8.14
1534485076 36 649 569 -0.22 8.12
1534553720 36 649 569 -0.24 8.13
1534622356 36 650 569 -0.23 8.14
1534690996 36 649 569 -0.22 8.15
1534759636 36 649 569 -0.23 8.13
1534828280 36 649 569 -0.24 8.13
1534896916 36 649 569 -0.25 8.12
1535017464 37 649 569 -0.23 0.00
1535043060 37 0 15729 0.00 0.00
1535109908 37 -31457 15729 0.00 -0.23
1535183756 37 -5243 649 0.00 -0.23
1535254476 37 15729 649 0.00 -0.23
1535325200 37 5243 648 0.00 -0.21
1535394880 37 26214 649 0.00 -0.21
1535465604 37 5243 649 0.00 -0.23
1535535284 37 26214 649 0.00 -0.23
1535605992 37 26214 650 0.00 -0.21
1535676704 37 15729 649 0.00 -0.22
1535747432 37 5243 649 0.00 -0.23
1535817112 37 26214 649 0.00 -0.22
1535887832 37 5243 649 0.00 -0.23
1535957508 37 15729 649 0.00 -0.24
1536028228 37 15729 648 0.00 -0.24
1536098952 37 15729 649 0.00 -0.22
1536169668 37 15729 649 0.00 -0.22
1536240392 37 -5243 649 0.00 -0.22
1536311116 37 15729 649 0.00 -0.22
1536381836 37 15729 649 0.00 -0.24
1536452556 37 5243 649 0.00 -0.25
1536522232 37 15729 649 0.00 -0.23
1536592960 37 15729 649 0.00 -0.24
1536663684 37 15729 649 0.00 -0.22
1536734404 37 15729 649 0.00 -0.24
1536805112 37 15729 649 0.00 -0.23
1536875824 37 15729 649 0.00 -0.24
1536946552 37 5243 648 0.00 -0.23
1537016232 37 26214 649 0.00 -0.22
1537138864 36 15729 649 0.00 0.00
1537216680 35 569 0 8.13 0.00
1537294068 36 568 0 8.13 0.00
1537319572 36 597 0 0.14 7.17
1537381320 36 651 622 -0.53 8.32
1537449964 36 688 686 -0.13 7.46
1537518608 36 731 735 -0.45 7.67
1537587248 36 755 757 1.08 8.94
1537654852 36 765 766 0.03 7.70
1537722452 36 769 769 2.27 6.01
1537790052 36 770 770 1.12 5.27
1537857652 36 768 769 -0.15 6.85
1537926288 36 765 766 -1.17 4.28
1537994928 36 752 757 -0.28 4.78
1538063568 36 713 730 -1.86 6.02
1538132200 36 657 638 -1.60 7.13
1538252768 37 670 541 1.63 0.00
1538330244 38 18350 23593 0.00 0.00
1538410116 40 13107 7864 0.00 0.00
1538488964 42 -18350 -18350 0.00 0.00
1538570920 46 -5243 -31457 0.00 4.05
1538651812 49 2621 769 0.00 6.55
1538729340 50 766 768 4.47 0.00
1538806856 51 760 0 4.47 0.00
1538884252 52 733 0 4.47 0.00
1538961664 54 634 0 7.92 0.00
1539039052 55 505 0 7.58 0.00
1539064564 55 614 0 2.05 7.24
1539126316 55 692 662 4.06 7.37
1539245796 57 735 735 1.83 0.00
1539271392 57 -2621 -5243 0.00 0.00
1539341388 57 2621 2621 0.00 3.97
1539411060 57 0 770 0.00 1.44
1539476580 57 23593 770 0.00 -1.40
1539547308 57 -18350 767 0.00 -1.86
1539619056 57 28836 756 0.00 -1.24
1539689764 57 -5243 732 0.00 0.15
1539759456 57 -2621 699 0.00 1.48
1539829136 57 31457 734 0.00 1.86
1539898804 57 18350 834 0.00 0.23
1539968484 57 18350 696 0.00 5.94
1540038176 57 26214 731 0.00 1.49
1540107856 57 7864 762 0.00 0.99
1540176488 57 28836 768 0.00 0.52
1540246164 57 -31457 770 0.00 0.95
1540316896 57 18350 770 0.00 -0.98
1540387608 57 0 768 0.00 -0.79
1540454168 57 -10486 758 0.00 0.16
1540524900 57 -23593 735 0.00 0.44
1540595612 57 -26214 697 0.00 1.50
1540666336 57 31457 719 0.00 2.10
1540736020 57 -31457 802 0.00 1.09
1540806748 57 -13107 694 0.00 0.97
1540877460 57 13107 728 0.00 1.76
1540999048 58 -7864 761 0.00 0.00
1541024948 58 770 0 0.48 3.53
1541090468 58 771 770 0.53 3.73
1541158068 58 770 770 -0.91 9.00
1541226708 58 766 766 -1.24 4.06
1541295336 58 729 737 -0.04 4.19
1541363976 58 677 503 0.78 0.00
1541431576 58 691 609 4.86 1.97
1541499176 58 761 755 -0.44 -0.40
1541568856 58 770 770 3.33 2.28
1541688384 57 771 770 5.95 0.00
1541713984 57 18350 -10486 0.00 0.00
1541784992 57 5243 20972 0.00 -0.13
1541856752 57 -28836 550 0.00 1.24
1541927468 57 -18350 750 0.00 1.46
1541998188 57 -26214 770 0.00 1.15
1542068912 57 20972 770 0.00 7.20
1542138588 57 23593 756 0.00 -0.69
1542209312 57 23593 694 0.00 3.66
1542279000 57 31457 759 0.00 1.11
1542348676 57 13107 748 0.00 0.37
1542470236 56 28836 769 0.00 0.00
1542496132 56 765 0 3.73 1.77
1542561652 56 758 761 1.65 2.85
1542681152 56 647 676 0.52 0.00
1542706740 56 28836 -23593 0.00 0.00
1542777764 56 13107 10486 0.00 -2.93
1542850568 56 -15729 770 0.00 2.63
1542921292 56 771 771 4.08 3.85
1542988892 56 766 765 5.84 -4.68
1543057532 56 731 716 0.44 3.82
1543125128 56 784 331 3.18 -3.98
1543193768 56 684 693 1.70 0.20
1543261372 56 764 764 -0.87 1.62
1543330012 56 769 770 0.04 -0.40
1543398648 56 768 767 2.76 2.34
1543466248 56 749 753 3.64 2.85
1543533848 56 634 563 1.47 0.85
1543601448 56 621 501 4.66 -1.04
1543670088 56 751 743 0.64 2.03
1543737680 56 769 769 0.61 1.19
1543805280 56 770 770 3.91 -1.92
1543873928 56 766 765 0.92 -0.79
1543942560 56 706 717 8.22 2.66
1544010160 56 572 334 2.75 1.73
1544077760 56 679 673 1.64 -3.12
1544146400 56 762 762 2.89 -1.40
1544215040 56 770 770 0.02 -1.93
1544283680 56 769 769 4.06 -1.90
1544352320 56 755 758 3.52 2.89
1544419920 56 637 609 2.74 3.14
1544487520 56 529 537 0.51 -1.09
1544556164 56 738 739 1.52 -1.14
1544624800 56 769 769 -1.77 2.42
1544693440 56 770 770 1.91 2.47
1544761040 56 764 765 9.94 1.51
1544828640 56 717 719 2.37 9.07
1544896248 56 787 326 0.72 1.40
1544963840 56 680 664 3.75 0.22
1545031440 56 765 762 0.83 -0.71
1545100080 56 770 770 -0.23 4.93
1545168724 56 769 769 1.64 0.79
1545236324 56 754 755 4.49 2.59
1545303932 56 627 609 3.55 -0.41
1545372564 56 565 512 2.10 1.27
1545440164 56 742 740 1.44 -4.33
1545508804 56 770 768 -1.28 -0.11
1545630388 55 770 770 3.75 0.00
1545655988 55 28836 -18350 0.00 0.00
1545727000 55 23593 31457 0.00 4.37
1545798764 55 -23593 659 0.00 2.93
1545869484 55 -28836 718 0.00 0.90
1545940200 55 -28836 767 0.00 -0.05
1546011960 55 -15729 770 0.00 1.85
1546082672 55 768 767 5.12 1.87
1546150272 55 724 731 2.09 8.30
1546217872 55 701 401 4.46 -3.65
1546286512 55 672 640 4.68 1.50
1546354112 55 760 758 -0.45 -1.15
1546423792 55 770 770 2.03 1.70
1546491392 55 769 769 4.28 2.94
1546558992 55 758 760 8.58 2.56
1546626592 55 632 654 0.33 1.09
1546694192 55 625 413 1.61 1.80
1546761792 55 724 722 -1.46 1.48
1546830432 55 768 767 -0.56 -1.67
1546900112 55 770 770 4.60 5.06
1546967712 55 768 767 1.14 -4.84
1547036352 55 733 739 3.39 7.10
